ALV-6000/E-WIN Data
Date :	"10/22/2010"
Time :	"1:32:12 PM"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     633.00000
Angle [°]       :	      90.00000
Duration [s]    :	         6
Runs            :	         1
Mode            :	"DUAL CROSS CH1"
MeanCR0 [kHz]   :	      17.59026
MeanCR1 [kHz]   :	      17.59026

"Correlation"
  2.50000E-004	  8.50431E-002	  0.00000E+000
  5.00000E-004	 -9.94479E-003	  0.00000E+000
  7.50000E-004	 -5.56114E-002	  0.00000E+000
  1.00000E-003	 -5.01305E-002	  0.00000E+000
  1.25000E-003	  3.38944E-002	  0.00000E+000
  1.50000E-003	  8.13877E-002	  0.00000E+000
  1.75000E-003	  8.86966E-002	  0.00000E+000
  2.00000E-003	  2.84328E-003	  0.00000E+000
  2.25000E-003	  4.85092E-002	  0.00000E+000
  2.50000E-003	  5.39890E-002	  0.00000E+000
  2.75000E-003	 -1.54241E-002	  0.00000E+000
  3.00000E-003	  5.03349E-002	  0.00000E+000
  3.25000E-003	 -4.83051E-002	  0.00000E+000
  3.50000E-003	 -9.94491E-003	  0.00000E+000
  3.75000E-003	  5.94684E-002	  0.00000E+000
  4.00000E-003	  2.84270E-002	  0.00000E+000
  4.50000E-003	 -3.18542E-002	  0.00000E+000
  5.00000E-003	  6.22209E-002	  0.00000E+000
  5.50000E-003	 -4.19007E-002	  0.00000E+000
  6.00000E-003	 -3.64207E-002	  0.00000E+000
  6.50000E-003	  1.13019E-004	  0.00000E+000
  7.00000E-003	 -7.75211E-002	  0.00000E+000
  7.50000E-003	 -1.35871E-002	  0.00000E+000
  8.00000E-003	  1.19717E-002	  0.00000E+000
  9.00000E-003	  2.29317E-002	  0.00000E+000
  1.00000E-002	 -1.86249E-002	  0.00000E+000
  1.10000E-002	  2.29235E-002	  0.00000E+000
  1.20000E-002	  5.11381E-003	  0.00000E+000
  1.30000E-002	  1.91202E-003	  0.00000E+000
  1.40000E-002	  4.19530E-003	  0.00000E+000
  1.50000E-002	  4.65205E-003	  0.00000E+000
  1.60000E-002	  6.69392E-003	  0.00000E+000
  1.80000E-002	  1.92519E-002	  0.00000E+000
  2.00000E-002	  1.58270E-002	  0.00000E+000
  2.20000E-002	  6.69392E-003	  0.00000E+000
  2.40000E-002	 -1.55891E-004	  0.00000E+000
  2.60000E-002	  1.94802E-002	  0.00000E+000
  2.80000E-002	  3.26901E-003	  0.00000E+000
  3.00000E-002	  3.88880E-002	  0.00000E+000
  3.20000E-002	  1.39667E-002	  0.00000E+000
  3.60000E-002	 -7.49442E-005	  0.00000E+000
  4.00000E-002	  3.80649E-003	  0.00000E+000
  4.40000E-002	  1.12269E-002	  0.00000E+000
  4.80000E-002	  1.35101E-002	  0.00000E+000
  5.20000E-002	  1.83099E-002	  0.00000E+000
  5.60000E-002	 -8.69204E-004	  0.00000E+000
  6.00000E-002	 -1.66343E-003	  0.00000E+000
  6.40000E-002	  1.31672E-002	  0.00000E+000
  7.20000E-002	  4.77627E-003	  0.00000E+000
  8.00000E-002	  8.60088E-003	  0.00000E+000
  8.80000E-002	  1.03131E-002	  0.00000E+000
  9.60000E-002	  1.57927E-002	  0.00000E+000
  1.04000E-001	  1.08868E-002	  0.00000E+000
  1.12000E-001	  6.03524E-003	  0.00000E+000
  1.20000E-001	  3.86631E-003	  0.00000E+000
  1.28000E-001	  6.44697E-003	  0.00000E+000
  1.44000E-001	  7.15549E-003	  0.00000E+000
  1.60000E-001	  1.94841E-002	  0.00000E+000
  1.76000E-001	  7.26961E-003	  0.00000E+000
  1.92000E-001	  7.39191E-003	  0.00000E+000
  2.08000E-001	  3.48205E-003	  0.00000E+000
  2.24000E-001	  5.28498E-003	  0.00000E+000
  2.40000E-001	  9.30895E-003	  0.00000E+000
  2.56000E-001	  1.09135E-002	  0.00000E+000
  2.88000E-001	  4.36585E-003	  0.00000E+000
  3.20000E-001	  1.02286E-002	  0.00000E+000
  3.52000E-001	  1.74252E-002	  0.00000E+000
  3.84000E-001	  1.48433E-002	  0.00000E+000
  4.16000E-001	  1.15987E-002	  0.00000E+000
  4.48000E-001	  6.54769E-003	  0.00000E+000
  4.80000E-001	  1.44558E-002	  0.00000E+000
  5.12000E-001	  1.28835E-002	  0.00000E+000
  5.76000E-001	  1.17021E-002	  0.00000E+000
  6.40000E-001	  1.76523E-002	  0.00000E+000
  7.04000E-001	  1.09202E-002	  0.00000E+000
  7.68000E-001	  1.30901E-002	  0.00000E+000
  8.32000E-001	  7.96962E-003	  0.00000E+000
  8.96000E-001	  1.16815E-002	  0.00000E+000
  9.60000E-001	  7.30580E-003	  0.00000E+000
  1.02400E+000	  8.28109E-003	  0.00000E+000
  1.15200E+000	  8.76377E-003	  0.00000E+000
  1.28000E+000	  8.66644E-003	  0.00000E+000
